Date,Close,High,Low,Open,Volume
12/29/2015,39.48551559,40.43145942,39.1600283,40.17717126,455132
12/30/2015,40.04494476,40.05002788,39.54145802,39.54145802,140000
12/31/2015,39.79065704,40.05002832,39.2871703,40.05002832,250990
1/3/2016,40.1975174,40.30431449,39.66860214,39.92288708,199365
1/4/2016,41.13837814,41.95717958,39.79574775,40.17717519,689413
1/5/2016,40.68574524,41.70288823,40.05002966,40.55860277,299813
1/6/2016,40.39077759,40.81289257,39.92289195,40.68575009,294392
1/7/2016,39.07356262,40.68573654,37.63430501,40.17716354,624697
1/10/2016,39.07356262,39.07356262,39.07356262,39.07356262,0
1/11/2016,39.07356262,39.07356262,39.07356262,39.07356262,0
1/12/2016,34.5065918,34.9643046,32.54858847,33.05716147,1419317
1/13/2016,34.56254196,34.83716905,34.20145348,34.71002658,1062149
1/14/2016,34.55236816,34.83716793,33.56574005,34.45574053,362006
1/17/2016,33.10802078,35.98144992,31.5314479,35.85430746,1194973
1/18/2016,32.23836136,34.07430542,32.04001978,33.56573562,913355
1/19/2016,30.92624855,33.0571652,30.6414488,33.0571652,1221919
1/20/2016,29.36492729,30.76858356,28.60715584,30.51429871,830067
1/21/2016,28.19013405,28.98858997,27.71716217,28.98858997,831752
1/24/2016,28.53087807,29.75144892,28.3528754,29.24287908,570287
1/25/2016,29.25813293,29.8785894,28.988589,28.988589,573150
1/26/2016,29.56835938,29.75144514,29.24287536,29.75144514,580649
1/27/2016,31.17036629,31.27716661,29.4971656,29.4971656,402326
1/28/2016,34.17093658,34.20145142,31.53145003,31.53145003,1138699
1/31/2016,33.58607864,36.99859562,33.31144837,35.09144915,954439
2/1/2016,34.07939529,34.32859388,32.54859295,33.5657391,707377
2/2/2016,34.80665207,35.6000249,33.56573906,33.56573906,544515
2/3/2016,34.47099686,34.83716845,34.07431042,34.07431042,350787
2/4/2016,35.05076599,35.21859597,34.58288046,34.71002292,224833
2/7/2016,35.53391266,35.60002868,34.96431308,35.21860125,341861
2/8/2016,35.85939789,36.10859648,35.47288414,35.60002661,3793906
2/9/2016,35.60511017,36.10859366,34.58288093,34.58288093,148898
2/10/2016,34.88802338,35.34573946,34.71002393,35.218597,376473
2/11/2016,33.82511139,34.837168,33.56574011,34.837168,403241
2/14/2016,31.89761925,34.83716437,31.65859015,34.45573701,224166
2/15/2016,32.58928299,33.05716858,31.27716752,32.04002557,458490
2/16/2016,32.04511261,33.43860331,32.04002949,32.67574515,539823
2/17/2016,32.06545258,32.29430902,31.65859346,32.16716655,465953
2/18/2016,31.68910217,32.67573333,31.27716002,32.29430278,1428343
2/21/2016,31.90271568,32.16717336,31.65860016,32.04003087,170469
2/22/2016,32.17733765,32.29431066,31.65859507,32.04002571,645429
2/23/2016,32.89442062,32.9300218,32.2943063,32.54859121,459724
2/24/2016,33.13854218,33.43860101,32.80288539,33.05717034,586854
2/25/2016,34.10482407,34.32859416,33.18430876,33.31145122,625954
2/28/2016,35.5847702,35.72716847,34.58288305,34.58288305,304463
2/29/2016,34.61848068,35.60002567,34.58288273,35.60002567,308702
3/1/2016,35.05076599,35.09145029,34.71002292,34.83716537,159043
3/2/2016,35.55425262,35.72716572,34.96430776,35.09145021,463681
3/3/2016,35.62545395,36.10859531,35.34574053,35.85431038,397277
3/6/2016,37.42071533,37.76146169,35.9814573,36.10859978,383502
3/7/2016,38.5802536,38.77859842,37.38002492,37.63430983,502355
3/8/2016,39.20071411,39.66859966,38.65145674,38.7785992,339341
3/9/2016,37.26305771,39.16002849,37.12574255,39.16002849,867504
3/10/2016,36.11876678,37.88859821,35.98145164,37.25288269,664524
3/13/2016,35.12704849,36.36287823,34.96430487,36.10859011,1272317
3/14/2016,34.63882446,35.85430895,34.58288114,35.09145097,243197
3/15/2016,33.67254257,34.83717355,33.43860298,34.58288858,775689
3/16/2016,34.58796692,34.71002303,33.43859524,34.07430752,315998
3/17/2016,35.52882767,35.72716927,35.0914537,35.2185994,443408
3/20/2016,35.61019897,36.10859616,35.60002629,35.72716875,350586
3/21/2016,35.92042542,36.23574001,35.34573956,35.34573956,394060
3/22/2016,35.99162292,36.10859269,35.72716533,35.98145024,262663
3/23/2016,35.73225403,36.10859507,35.72716768,35.85431015,245135
3/24/2016,35.4067688,35.85431223,35.21859988,35.72716976,162047
3/27/2016,34.97956848,35.85430991,34.83716699,35.72716745,131872
3/28/2016,35.0355072,35.60002358,34.96430807,35.60002358,323499
3/29/2016,34.84225082,34.96430693,34.45573712,34.96430693,234643
3/30/2016,34.91854095,34.9643116,34.32859602,34.9643116,196371
3/31/2016,35.48813629,35.7271654,34.83716499,34.96430744,330338
4/3/2016,35.0355072,35.47288113,34.5828807,35.47288113,293526
4/4/2016,36.09325027,36.9737397,34.39417646,34.39417646,787488
4/5/2016,36.13452148,36.45782956,35.08206049,36.11388647,652722
4/6/2016,37.02877426,37.14571584,36.11388976,36.45783288,471167
4/7/2016,38.56962204,39.38132468,37.31767641,37.31767641,793893
4/10/2016,39.98666763,40.24118247,39.03738836,39.20935661,877677
4/11/2016,39.31254578,40.24118686,39.20936088,40.06921532,601298
4/12/2016,39.6633606,40.24118349,39.38132913,39.55330065,624811
4/13/2016,39.29190445,39.89724397,39.0373896,39.89724397,526891
4/14/2016,39.40884781,39.55330272,39.03739139,39.20935964,859430
4/17/2016,39.03739548,39.55330686,38.86542392,39.55330686,695435
4/18/2016,39.03050995,39.20935982,38.17753715,38.52147695,359620
4/19/2016,39.05115128,39.72527753,38.86542305,39.0373946,458137
4/20/2016,38.55587006,39.03738968,38.34950356,39.03738968,366118
4/21/2016,38.52147675,38.86541982,38.34950521,38.52147675,393591
4/24/2016,38.99612045,39.20936202,38.52147911,38.69345066,645120
4/25/2016,39.20935822,39.38132975,38.6934469,39.20935822,794046
4/26/2016,38.81726456,39.55329899,38.69344467,39.55329899,349076
4/27/2016,38.70032883,39.03739358,38.69345049,38.86542204,428283
4/28/2016,38.61090088,39.03739054,38.52147594,38.69344748,416023
5/1/2016,38.52147675,38.69344828,38.17753695,38.69344828,152973
5/2/2016,38.32199097,38.52147585,38.00556453,38.17753606,207651
5/3/2016,38.19129562,38.52147876,38.0055674,38.0055674,273138
5/4/2016,37.8679924,38.17754054,37.83359743,37.83359743,143285
